0,True,The Park has been released.,0
1,True,The Park has been released.,0
2,True,The Park has been released.,0
3,True,The Park has been released.,0
4,True,The Park has been released.,0
5,True,The Park has been released.,0
6,True,The Park has been released.,0
7,True,The Park has been released.,0
8,True,The Park has been released.,0
9,True,The Park has been released.,0
10,True,The Park has been released.,0
11,True,The Park has been released.,0
12,True,The Park has been released.,0
13,True,The Park has been released.,0
14,True,The Park has been released.,0
